t,v
5.700000000000054001e+01,-1.870000000000000107e+00
5.710000000000054143e+01,-1.840000000000000080e+00
5.720000000000054285e+01,-1.689999999999999947e+00
5.730000000000054428e+01,-1.699999999999999956e+00
5.740000000000054570e+01,-1.739999999999999991e+00
5.750000000000054712e+01,-1.800000000000000044e+00
5.760000000000054854e+01,-1.699999999999999956e+00
5.770000000000054996e+01,-1.659999999999999920e+00
5.780000000000055138e+01,-1.739999999999999991e+00
5.790000000000055280e+01,-1.649999999999999911e+00
5.800000000000055422e+01,-1.669999999999999929e+00
5.810000000000055564e+01,-1.610000000000000098e+00
5.820000000000055707e+01,-1.610000000000000098e+00
5.830000000000055849e+01,-1.659999999999999920e+00
5.840000000000055991e+01,-1.750000000000000000e+00
5.850000000000056133e+01,-1.820000000000000062e+00
5.860000000000056275e+01,-1.850000000000000089e+00
5.870000000000056417e+01,-1.699999999999999956e+00
5.880000000000056559e+01,-1.760000000000000009e+00
5.890000000000056701e+01,-1.760000000000000009e+00
5.900000000000056843e+01,-1.879999999999999893e+00
5.910000000000056986e+01,-1.790000000000000036e+00
5.920000000000057128e+01,-1.729999999999999982e+00
5.930000000000057270e+01,-1.679999999999999938e+00
5.940000000000057412e+01,-1.620000000000000107e+00
5.950000000000057554e+01,-1.649999999999999911e+00
5.960000000000057696e+01,-1.729999999999999982e+00
5.970000000000057838e+01,-1.649999999999999911e+00
5.980000000000057980e+01,-1.709999999999999964e+00
5.990000000000058122e+01,-1.709999999999999964e+00
6.000000000000058265e+01,-1.649999999999999911e+00
6.010000000000058407e+01,-1.689999999999999947e+00
6.020000000000058549e+01,-1.709999999999999964e+00
6.030000000000058691e+01,-1.719999999999999973e+00
6.040000000000058833e+01,-1.739999999999999991e+00
6.050000000000058975e+01,-1.729999999999999982e+00
6.060000000000059117e+01,-1.739999999999999991e+00
6.070000000000059259e+01,-1.709999999999999964e+00
6.080000000000059401e+01,-1.620000000000000107e+00
6.090000000000059543e+01,-1.610000000000000098e+00
6.100000000000059686e+01,-1.750000000000000000e+00
6.110000000000059828e+01,-1.709999999999999964e+00
6.120000000000059970e+01,-1.659999999999999920e+00
6.130000000000060112e+01,-1.719999999999999973e+00
6.140000000000060254e+01,-1.729999999999999982e+00
6.150000000000060396e+01,-1.689999999999999947e+00
6.160000000000060538e+01,-1.620000000000000107e+00
6.170000000000060680e+01,-1.689999999999999947e+00
6.180000000000060822e+01,-1.689999999999999947e+00
6.190000000000060965e+01,-1.729999999999999982e+00
6.200000000000061107e+01,-1.729999999999999982e+00
6.210000000000061249e+01,-1.600000000000000089e+00
6.220000000000061391e+01,-1.540000000000000036e+00
6.230000000000061533e+01,-1.489999999999999991e+00
6.240000000000061675e+01,-1.459999999999999964e+00
6.250000000000061817e+01,-1.520000000000000018e+00
6.260000000000061959e+01,-1.580000000000000071e+00
6.270000000000062101e+01,-1.610000000000000098e+00
6.280000000000062244e+01,-1.639999999999999902e+00
6.290000000000062386e+01,-1.639999999999999902e+00
6.300000000000062528e+01,-1.590000000000000080e+00
6.310000000000062670e+01,-1.580000000000000071e+00
6.320000000000062812e+01,-1.560000000000000053e+00
6.330000000000062954e+01,-1.560000000000000053e+00
6.340000000000063096e+01,-1.600000000000000089e+00
6.350000000000063238e+01,-1.620000000000000107e+00
6.360000000000063380e+01,-1.639999999999999902e+00
6.370000000000063523e+01,-1.540000000000000036e+00
6.380000000000063665e+01,-1.570000000000000062e+00
6.390000000000063807e+01,-1.560000000000000053e+00
6.400000000000063949e+01,-1.620000000000000107e+00
6.410000000000063380e+01,-1.699999999999999956e+00
6.420000000000062812e+01,-1.659999999999999920e+00
6.430000000000062244e+01,-1.659999999999999920e+00
6.440000000000061675e+01,-1.600000000000000089e+00
6.450000000000061107e+01,-1.560000000000000053e+00
6.460000000000060538e+01,-1.540000000000000036e+00
6.470000000000059970e+01,-1.570000000000000062e+00
6.480000000000059401e+01,-1.550000000000000044e+00
6.490000000000058833e+01,-1.500000000000000000e+00
6.500000000000058265e+01,-1.459999999999999964e+00
6.510000000000057696e+01,-1.399999999999999911e+00
6.520000000000057128e+01,-1.419999999999999929e+00
6.530000000000056559e+01,-1.439999999999999947e+00
6.540000000000055991e+01,-1.379999999999999893e+00
6.550000000000055422e+01,-1.310000000000000053e+00
6.560000000000054854e+01,-1.270000000000000018e+00
6.570000000000054285e+01,-1.209999999999999964e+00
6.580000000000053717e+01,-1.209999999999999964e+00
6.590000000000053149e+01,-1.209999999999999964e+00
6.600000000000052580e+01,-1.199999999999999956e+00
6.610000000000052012e+01,-1.139999999999999902e+00
6.620000000000051443e+01,-1.169999999999999929e+00
6.630000000000050875e+01,-1.149999999999999911e+00
6.640000000000050306e+01,-1.199999999999999956e+00
6.650000000000049738e+01,-1.189999999999999947e+00
6.660000000000049170e+01,-1.159999999999999920e+00
6.670000000000048601e+01,-1.149999999999999911e+00
6.680000000000048033e+01,-1.159999999999999920e+00
6.690000000000047464e+01,-1.199999999999999956e+00
6.700000000000046896e+01,-1.229999999999999982e+00
6.710000000000046327e+01,-1.229999999999999982e+00
6.720000000000045759e+01,-1.340000000000000080e+00
6.730000000000045191e+01,-1.340000000000000080e+00
6.740000000000044622e+01,-1.370000000000000107e+00
6.750000000000044054e+01,-1.320000000000000062e+00
6.760000000000043485e+01,-1.310000000000000053e+00
6.770000000000042917e+01,-1.290000000000000036e+00
6.780000000000042348e+01,-1.270000000000000018e+00
6.790000000000041780e+01,-1.260000000000000009e+00
6.800000000000041211e+01,-1.199999999999999956e+00
6.810000000000040643e+01,-1.209999999999999964e+00
6.820000000000040075e+01,-1.149999999999999911e+00
6.830000000000039506e+01,-1.110000000000000098e+00
6.840000000000038938e+01,-1.120000000000000107e+00
6.850000000000038369e+01,-1.040000000000000036e+00
6.860000000000037801e+01,-1.110000000000000098e+00
6.870000000000037232e+01,-1.090000000000000080e+00
6.880000000000036664e+01,-1.159999999999999920e+00
6.890000000000036096e+01,-1.209999999999999964e+00
6.900000000000035527e+01,-1.159999999999999920e+00
6.910000000000034959e+01,-1.110000000000000098e+00
6.920000000000034390e+01,-1.179999999999999938e+00
6.930000000000033822e+01,-1.179999999999999938e+00
6.940000000000033253e+01,-1.120000000000000107e+00
6.950000000000032685e+01,-1.139999999999999902e+00
6.960000000000032117e+01,-1.120000000000000107e+00
6.970000000000031548e+01,-1.139999999999999902e+00
6.980000000000030980e+01,-1.139999999999999902e+00
6.990000000000030411e+01,-1.080000000000000071e+00
7.000000000000029843e+01,-1.080000000000000071e+00
7.010000000000029274e+01,-1.100000000000000089e+00
7.020000000000028706e+01,-1.149999999999999911e+00
7.030000000000028137e+01,-1.169999999999999929e+00
7.040000000000027569e+01,-1.159999999999999920e+00
7.050000000000027001e+01,-1.169999999999999929e+00
7.060000000000026432e+01,-1.120000000000000107e+00
7.070000000000025864e+01,-1.080000000000000071e+00
7.080000000000025295e+01,-1.030000000000000027e+00
7.090000000000024727e+01,-1.040000000000000036e+00
7.100000000000024158e+01,-1.110000000000000098e+00
7.110000000000023590e+01,-1.149999999999999911e+00
7.120000000000023022e+01,-1.110000000000000098e+00
7.130000000000022453e+01,-1.030000000000000027e+00
7.140000000000021885e+01,-9.599999999999999645e-01
7.150000000000021316e+01,-9.200000000000000400e-01
7.160000000000020748e+01,-8.599999999999999867e-01
7.170000000000020179e+01,-8.499999999999999778e-01
7.180000000000019611e+01,-8.199999999999999512e-01
7.190000000000019043e+01,-8.299999999999999600e-01
7.200000000000018474e+01,-8.299999999999999600e-01
7.210000000000017906e+01,-8.199999999999999512e-01
7.220000000000017337e+01,-8.199999999999999512e-01
7.230000000000016769e+01,-8.599999999999999867e-01
7.240000000000016200e+01,-8.100000000000000533e-01
7.250000000000015632e+01,-8.800000000000000044e-01
7.260000000000015064e+01,-8.299999999999999600e-01
7.270000000000014495e+01,-8.100000000000000533e-01
7.280000000000013927e+01,-8.199999999999999512e-01
7.290000000000013358e+01,-8.699999999999999956e-01
7.300000000000012790e+01,-8.199999999999999512e-01
7.310000000000012221e+01,-8.399999999999999689e-01
7.320000000000011653e+01,-8.599999999999999867e-01
7.330000000000011084e+01,-8.100000000000000533e-01
7.340000000000010516e+01,-9.100000000000000311e-01
7.350000000000009948e+01,-9.000000000000000222e-01
7.360000000000009379e+01,-9.200000000000000400e-01
7.370000000000008811e+01,-9.499999999999999556e-01
7.380000000000008242e+01,-9.799999999999999822e-01
7.390000000000007674e+01,-1.050000000000000044e+00
7.400000000000007105e+01,-1.070000000000000062e+00
7.410000000000006537e+01,-1.169999999999999929e+00
7.420000000000005969e+01,-1.129999999999999893e+00
7.430000000000005400e+01,-1.169999999999999929e+00
7.440000000000004832e+01,-1.179999999999999938e+00
7.450000000000004263e+01,-1.110000000000000098e+00
7.460000000000003695e+01,-1.000000000000000000e+00
7.470000000000003126e+01,-9.699999999999999734e-01
7.480000000000002558e+01,-1.040000000000000036e+00
7.490000000000001990e+01,-1.129999999999999893e+00
7.500000000000001421e+01,-1.129999999999999893e+00
7.510000000000000853e+01,-1.090000000000000080e+00
7.520000000000000284e+01,-1.120000000000000107e+00
7.529999999999999716e+01,-1.169999999999999929e+00
7.539999999999999147e+01,-1.179999999999999938e+00
7.549999999999998579e+01,-1.139999999999999902e+00
7.559999999999998010e+01,-1.120000000000000107e+00
7.569999999999997442e+01,-1.100000000000000089e+00
7.579999999999996874e+01,-1.070000000000000062e+00
7.589999999999996305e+01,-1.080000000000000071e+00
7.599999999999995737e+01,-1.129999999999999893e+00
7.609999999999995168e+01,-1.120000000000000107e+00
7.619999999999994600e+01,-1.080000000000000071e+00
7.629999999999994031e+01,-1.050000000000000044e+00
7.639999999999993463e+01,-9.799999999999999822e-01
7.649999999999992895e+01,-8.800000000000000044e-01
7.659999999999992326e+01,-8.800000000000000044e-01
7.669999999999991758e+01,-8.499999999999999778e-01
7.679999999999991189e+01,-8.599999999999999867e-01
7.689999999999990621e+01,-8.000000000000000444e-01
7.699999999999990052e+01,-7.900000000000000355e-01
7.709999999999989484e+01,-8.000000000000000444e-01
7.719999999999988916e+01,-8.000000000000000444e-01
7.729999999999988347e+01,-7.600000000000000089e-01
7.739999999999987779e+01,-7.500000000000000000e-01
7.749999999999987210e+01,-6.999999999999999556e-01
7.759999999999986642e+01,-6.800000000000000488e-01
7.769999999999986073e+01,-7.099999999999999645e-01
7.779999999999985505e+01,-7.399999999999999911e-01
7.789999999999984936e+01,-7.500000000000000000e-01
7.799999999999984368e+01,-7.700000000000000178e-01
7.809999999999983800e+01,-7.500000000000000000e-01
7.819999999999983231e+01,-7.800000000000000266e-01
7.829999999999982663e+01,-8.399999999999999689e-01
7.839999999999982094e+01,-8.399999999999999689e-01
7.849999999999981526e+01,-7.399999999999999911e-01
7.859999999999980957e+01,-7.900000000000000355e-01
7.869999999999980389e+01,-7.800000000000000266e-01
7.879999999999979821e+01,-7.700000000000000178e-01
7.889999999999979252e+01,-6.899999999999999467e-01
7.899999999999978684e+01,-6.099999999999999867e-01
7.909999999999978115e+01,-5.999999999999999778e-01
7.919999999999977547e+01,-5.899999999999999689e-01
7.929999999999976978e+01,-4.799999999999999822e-01
7.939999999999976410e+01,-4.199999999999999845e-01
7.949999999999975842e+01,-3.699999999999999956e-01
7.959999999999975273e+01,-3.200000000000000067e-01
7.969999999999974705e+01,-2.700000000000000178e-01
7.979999999999974136e+01,-1.900000000000000022e-01
7.989999999999973568e+01,-2.000000000000000111e-01
7.999999999999972999e+01,-1.199999999999999956e-01
8.009999999999972431e+01,-4.000000000000000083e-02
8.019999999999971863e+01,1.000000000000000021e-02
8.029999999999971294e+01,1.400000000000000133e-01
8.039999999999970726e+01,2.099999999999999922e-01
8.049999999999970157e+01,4.099999999999999756e-01
8.059999999999969589e+01,4.899999999999999911e-01
8.069999999999969020e+01,6.099999999999999867e-01
8.079999999999968452e+01,7.500000000000000000e-01
8.089999999999967883e+01,8.599999999999999867e-01
8.099999999999967315e+01,1.080000000000000071e+00
8.109999999999966747e+01,1.229999999999999982e+00
8.119999999999966178e+01,1.330000000000000071e+00
8.129999999999965610e+01,1.419999999999999929e+00
8.139999999999965041e+01,1.459999999999999964e+00
8.149999999999964473e+01,1.639999999999999902e+00
8.159999999999963904e+01,1.709999999999999964e+00
8.169999999999963336e+01,1.739999999999999991e+00
8.179999999999962768e+01,1.750000000000000000e+00
8.189999999999962199e+01,1.770000000000000018e+00
8.199999999999961631e+01,1.760000000000000009e+00
8.209999999999961062e+01,1.729999999999999982e+00
8.219999999999960494e+01,1.870000000000000107e+00
8.229999999999959925e+01,1.810000000000000053e+00
8.239999999999959357e+01,1.699999999999999956e+00
8.249999999999958789e+01,1.770000000000000018e+00
8.259999999999958220e+01,1.800000000000000044e+00
8.269999999999957652e+01,1.959999999999999964e+00
8.279999999999957083e+01,2.009999999999999787e+00
8.289999999999956515e+01,1.969999999999999973e+00
8.299999999999955946e+01,1.870000000000000107e+00
8.309999999999955378e+01,1.969999999999999973e+00
8.319999999999954809e+01,1.830000000000000071e+00
8.329999999999954241e+01,1.679999999999999938e+00
8.339999999999953673e+01,1.679999999999999938e+00
8.349999999999953104e+01,1.679999999999999938e+00
8.359999999999952536e+01,1.669999999999999929e+00
8.369999999999951967e+01,1.830000000000000071e+00
8.379999999999951399e+01,1.889999999999999902e+00
8.389999999999950830e+01,1.939999999999999947e+00
8.399999999999950262e+01,1.929999999999999938e+00
8.409999999999949694e+01,1.760000000000000009e+00
8.419999999999949125e+01,1.750000000000000000e+00
8.429999999999948557e+01,1.810000000000000053e+00
8.439999999999947988e+01,1.820000000000000062e+00
8.449999999999947420e+01,1.810000000000000053e+00
8.459999999999946851e+01,1.770000000000000018e+00
8.469999999999946283e+01,1.830000000000000071e+00
8.479999999999945715e+01,1.810000000000000053e+00
8.489999999999945146e+01,1.760000000000000009e+00
8.499999999999944578e+01,1.800000000000000044e+00
8.509999999999944009e+01,1.810000000000000053e+00
8.519999999999943441e+01,1.750000000000000000e+00
8.529999999999942872e+01,1.709999999999999964e+00
8.539999999999942304e+01,1.659999999999999920e+00
8.549999999999941735e+01,1.570000000000000062e+00
8.559999999999941167e+01,1.649999999999999911e+00
8.569999999999940599e+01,1.800000000000000044e+00
8.579999999999940030e+01,1.790000000000000036e+00
8.589999999999939462e+01,1.820000000000000062e+00
8.599999999999938893e+01,1.649999999999999911e+00
8.609999999999938325e+01,1.699999999999999956e+00
8.619999999999937756e+01,1.639999999999999902e+00
8.629999999999937188e+01,1.699999999999999956e+00
8.639999999999936620e+01,1.580000000000000071e+00
8.649999999999936051e+01,1.659999999999999920e+00
8.659999999999935483e+01,1.639999999999999902e+00
8.669999999999934914e+01,1.659999999999999920e+00
8.679999999999934346e+01,1.699999999999999956e+00
8.689999999999933777e+01,1.780000000000000027e+00
8.699999999999933209e+01,1.719999999999999973e+00
8.709999999999932641e+01,1.760000000000000009e+00
8.719999999999932072e+01,1.669999999999999929e+00
8.729999999999931504e+01,1.620000000000000107e+00
8.739999999999930935e+01,1.570000000000000062e+00
8.749999999999930367e+01,1.530000000000000027e+00
8.759999999999929798e+01,1.489999999999999991e+00
8.769999999999929230e+01,1.469999999999999973e+00
8.779999999999928662e+01,1.469999999999999973e+00
8.789999999999928093e+01,1.439999999999999947e+00
8.799999999999927525e+01,1.429999999999999938e+00
8.809999999999926956e+01,1.459999999999999964e+00
8.819999999999926388e+01,1.449999999999999956e+00
8.829999999999925819e+01,1.540000000000000036e+00
8.839999999999925251e+01,1.379999999999999893e+00
8.849999999999924682e+01,1.379999999999999893e+00
8.859999999999924114e+01,1.360000000000000098e+00
8.869999999999923546e+01,1.290000000000000036e+00
8.879999999999922977e+01,1.280000000000000027e+00
8.889999999999922409e+01,1.340000000000000080e+00
8.899999999999921840e+01,1.429999999999999938e+00
8.909999999999921272e+01,1.459999999999999964e+00
8.919999999999920703e+01,1.419999999999999929e+00
8.929999999999920135e+01,1.419999999999999929e+00
8.939999999999919567e+01,1.429999999999999938e+00
8.949999999999918998e+01,1.300000000000000044e+00
8.959999999999918430e+01,1.229999999999999982e+00
8.969999999999917861e+01,1.209999999999999964e+00
8.979999999999917293e+01,1.189999999999999947e+00
8.989999999999916724e+01,1.340000000000000080e+00
8.999999999999916156e+01,1.270000000000000018e+00
9.009999999999915588e+01,1.300000000000000044e+00
9.019999999999915019e+01,1.250000000000000000e+00
9.029999999999914451e+01,1.290000000000000036e+00
9.039999999999913882e+01,1.199999999999999956e+00
9.049999999999913314e+01,1.219999999999999973e+00
9.059999999999912745e+01,1.159999999999999920e+00
9.069999999999912177e+01,1.149999999999999911e+00
9.079999999999911608e+01,1.090000000000000080e+00
9.089999999999911040e+01,1.020000000000000018e+00
9.099999999999910472e+01,1.070000000000000062e+00
9.109999999999909903e+01,9.699999999999999734e-01
9.119999999999909335e+01,1.030000000000000027e+00
9.129999999999908766e+01,1.020000000000000018e+00
9.139999999999908198e+01,9.799999999999999822e-01
9.149999999999907629e+01,1.000000000000000000e+00
9.159999999999907061e+01,1.010000000000000009e+00
9.169999999999906493e+01,9.200000000000000400e-01
9.179999999999905924e+01,8.199999999999999512e-01
9.189999999999905356e+01,7.800000000000000266e-01
9.199999999999904787e+01,7.700000000000000178e-01
9.209999999999904219e+01,7.700000000000000178e-01
9.219999999999903650e+01,7.299999999999999822e-01
9.229999999999903082e+01,5.999999999999999778e-01
9.239999999999902514e+01,5.699999999999999512e-01
9.249999999999901945e+01,5.699999999999999512e-01
9.259999999999901377e+01,5.799999999999999600e-01
9.269999999999900808e+01,5.300000000000000266e-01
9.279999999999900240e+01,5.200000000000000178e-01
9.289999999999899671e+01,4.799999999999999822e-01
9.299999999999899103e+01,4.299999999999999933e-01
9.309999999999898534e+01,3.599999999999999867e-01
9.319999999999897966e+01,3.300000000000000155e-01
9.329999999999897398e+01,2.399999999999999911e-01
9.339999999999896829e+01,1.199999999999999956e-01
9.349999999999896261e+01,5.000000000000000278e-02
9.359999999999895692e+01,-1.300000000000000044e-01
9.369999999999895124e+01,-2.800000000000000266e-01
9.379999999999894555e+01,-4.000000000000000222e-01
9.389999999999893987e+01,-5.500000000000000444e-01
9.399999999999893419e+01,-7.600000000000000089e-01
9.409999999999892850e+01,-9.899999999999999911e-01
9.419999999999892282e+01,-1.199999999999999956e+00
9.429999999999891713e+01,-1.370000000000000107e+00
9.439999999999891145e+01,-1.489999999999999991e+00
9.449999999999890576e+01,-1.600000000000000089e+00
9.459999999999890008e+01,-1.709999999999999964e+00
9.469999999999889440e+01,-1.770000000000000018e+00
9.479999999999888871e+01,-1.870000000000000107e+00
9.489999999999888303e+01,-1.949999999999999956e+00
9.499999999999887734e+01,-1.939999999999999947e+00
9.509999999999887166e+01,-1.870000000000000107e+00
9.519999999999886597e+01,-2.149999999999999911e+00
9.529999999999886029e+01,-2.009999999999999787e+00
9.539999999999885461e+01,-1.989999999999999991e+00
9.549999999999884892e+01,-2.149999999999999911e+00
9.559999999999884324e+01,-2.189999999999999947e+00
9.569999999999883755e+01,-2.120000000000000107e+00
9.579999999999883187e+01,-2.089999999999999858e+00
9.589999999999882618e+01,-2.100000000000000089e+00
9.599999999999882050e+01,-2.009999999999999787e+00
9.609999999999881481e+01,-2.060000000000000053e+00
9.619999999999880913e+01,-2.140000000000000124e+00
9.629999999999880345e+01,-2.009999999999999787e+00
9.639999999999879776e+01,-1.979999999999999982e+00
9.649999999999879208e+01,-1.979999999999999982e+00
9.659999999999878639e+01,-1.949999999999999956e+00
9.669999999999878071e+01,-1.830000000000000071e+00
9.679999999999877502e+01,-1.810000000000000053e+00
9.689999999999876934e+01,-1.879999999999999893e+00
9.699999999999876366e+01,-1.800000000000000044e+00
9.709999999999875797e+01,-1.850000000000000089e+00
9.719999999999875229e+01,-1.889999999999999902e+00
9.729999999999874660e+01,-1.899999999999999911e+00
9.739999999999874092e+01,-1.840000000000000080e+00
9.749999999999873523e+01,-1.810000000000000053e+00
9.759999999999872955e+01,-1.909999999999999920e+00
9.769999999999872387e+01,-1.830000000000000071e+00
9.779999999999871818e+01,-1.870000000000000107e+00
9.789999999999871250e+01,-1.959999999999999964e+00
9.799999999999870681e+01,-1.800000000000000044e+00
9.809999999999870113e+01,-1.780000000000000027e+00
9.819999999999869544e+01,-1.840000000000000080e+00
9.829999999999868976e+01,-1.840000000000000080e+00
9.839999999999868407e+01,-1.959999999999999964e+00
9.849999999999867839e+01,-1.929999999999999938e+00
9.859999999999867271e+01,-1.959999999999999964e+00
9.869999999999866702e+01,-1.879999999999999893e+00
9.879999999999866134e+01,-1.810000000000000053e+00
9.889999999999865565e+01,-1.850000000000000089e+00
9.899999999999864997e+01,-1.770000000000000018e+00
9.909999999999864428e+01,-1.870000000000000107e+00
9.919999999999863860e+01,-1.870000000000000107e+00
9.929999999999863292e+01,-1.929999999999999938e+00
9.939999999999862723e+01,-1.909999999999999920e+00
9.949999999999862155e+01,-1.800000000000000044e+00
9.959999999999861586e+01,-1.899999999999999911e+00
9.969999999999861018e+01,-1.860000000000000098e+00
9.979999999999860449e+01,-1.780000000000000027e+00
9.989999999999859881e+01,-1.770000000000000018e+00
9.999999999999859313e+01,-1.600000000000000089e+00
1.000999999999985874e+02,-1.520000000000000018e+00
1.001999999999985818e+02,-1.449999999999999956e+00
1.002999999999985761e+02,-1.590000000000000080e+00
1.003999999999985704e+02,-1.560000000000000053e+00
1.004999999999985647e+02,-1.689999999999999947e+00
1.005999999999985590e+02,-1.760000000000000009e+00
1.006999999999985533e+02,-1.739999999999999991e+00
1.007999999999985477e+02,-1.850000000000000089e+00
1.008999999999985420e+02,-1.850000000000000089e+00
1.009999999999985363e+02,-1.899999999999999911e+00
1.010999999999985306e+02,-1.850000000000000089e+00
1.011999999999985249e+02,-1.830000000000000071e+00
1.012999999999985192e+02,-1.889999999999999902e+00
1.013999999999985135e+02,-1.959999999999999964e+00
1.014999999999985079e+02,-1.979999999999999982e+00
1.015999999999985022e+02,-1.929999999999999938e+00
1.016999999999984965e+02,-1.949999999999999956e+00
1.017999999999984908e+02,-1.879999999999999893e+00
1.018999999999984851e+02,-1.850000000000000089e+00
1.019999999999984794e+02,-1.810000000000000053e+00
1.020999999999984738e+02,-1.830000000000000071e+00
1.021999999999984681e+02,-1.699999999999999956e+00
1.022999999999984624e+02,-1.560000000000000053e+00
1.023999999999984567e+02,-1.580000000000000071e+00
1.024999999999984510e+02,-1.550000000000000044e+00
1.025999999999984453e+02,-1.500000000000000000e+00
1.026999999999984396e+02,-1.550000000000000044e+00
1.027999999999984340e+02,-1.489999999999999991e+00
1.028999999999984283e+02,-1.439999999999999947e+00
1.029999999999984226e+02,-1.419999999999999929e+00
1.030999999999984169e+02,-1.399999999999999911e+00
1.031999999999984112e+02,-1.389999999999999902e+00
1.032999999999984055e+02,-1.419999999999999929e+00
1.033999999999983999e+02,-1.449999999999999956e+00
1.034999999999983942e+02,-1.370000000000000107e+00
1.035999999999983885e+02,-1.459999999999999964e+00
1.036999999999983828e+02,-1.520000000000000018e+00
1.037999999999983771e+02,-1.600000000000000089e+00
1.038999999999983714e+02,-1.699999999999999956e+00
1.039999999999983658e+02,-1.639999999999999902e+00
1.040999999999983601e+02,-1.600000000000000089e+00
1.041999999999983544e+02,-1.570000000000000062e+00
1.042999999999983487e+02,-1.570000000000000062e+00
1.043999999999983430e+02,-1.489999999999999991e+00
1.044999999999983373e+02,-1.429999999999999938e+00
1.045999999999983316e+02,-1.550000000000000044e+00
1.046999999999983260e+02,-1.520000000000000018e+00
1.047999999999983203e+02,-1.469999999999999973e+00
1.048999999999983146e+02,-1.489999999999999991e+00
1.049999999999983089e+02,-1.500000000000000000e+00
1.050999999999983032e+02,-1.489999999999999991e+00
1.051999999999982975e+02,-1.409999999999999920e+00
1.052999999999982919e+02,-1.439999999999999947e+00
1.053999999999982862e+02,-1.409999999999999920e+00
1.054999999999982805e+02,-1.449999999999999956e+00
1.055999999999982748e+02,-1.469999999999999973e+00
1.056999999999982691e+02,-1.520000000000000018e+00
1.057999999999982634e+02,-1.580000000000000071e+00
1.058999999999982577e+02,-1.520000000000000018e+00
1.059999999999982521e+02,-1.459999999999999964e+00
1.060999999999982464e+02,-1.449999999999999956e+00
1.061999999999982407e+02,-1.439999999999999947e+00
1.062999999999982350e+02,-1.459999999999999964e+00
1.063999999999982293e+02,-1.439999999999999947e+00
1.064999999999982236e+02,-1.429999999999999938e+00
1.065999999999982180e+02,-1.429999999999999938e+00
1.066999999999982123e+02,-1.409999999999999920e+00
1.067999999999982066e+02,-1.399999999999999911e+00
1.068999999999982009e+02,-1.399999999999999911e+00
1.069999999999981952e+02,-1.409999999999999920e+00
1.070999999999981895e+02,-1.399999999999999911e+00
1.071999999999981839e+02,-1.389999999999999902e+00
1.072999999999981782e+02,-1.409999999999999920e+00
1.073999999999981725e+02,-1.510000000000000009e+00
1.074999999999981668e+02,-1.560000000000000053e+00
1.075999999999981611e+02,-1.489999999999999991e+00
1.076999999999981554e+02,-1.510000000000000009e+00
1.077999999999981497e+02,-1.409999999999999920e+00
1.078999999999981441e+02,-1.510000000000000009e+00
1.079999999999981384e+02,-1.479999999999999982e+00
1.080999999999981327e+02,-1.540000000000000036e+00
1.081999999999981270e+02,-1.550000000000000044e+00
1.082999999999981213e+02,-1.459999999999999964e+00
1.083999999999981156e+02,-1.459999999999999964e+00
1.084999999999981100e+02,-1.459999999999999964e+00
1.085999999999981043e+02,-1.479999999999999982e+00
1.086999999999980986e+02,-1.459999999999999964e+00
1.087999999999980929e+02,-1.399999999999999911e+00
1.088999999999980872e+02,-1.399999999999999911e+00
1.089999999999980815e+02,-1.399999999999999911e+00
1.090999999999980759e+02,-1.260000000000000009e+00
1.091999999999980702e+02,-1.229999999999999982e+00
1.092999999999980645e+02,-1.229999999999999982e+00
1.093999999999980588e+02,-1.219999999999999973e+00
1.094999999999980531e+02,-1.270000000000000018e+00
1.095999999999980474e+02,-1.270000000000000018e+00
1.096999999999980417e+02,-1.199999999999999956e+00
1.097999999999980361e+02,-1.250000000000000000e+00
1.098999999999980304e+02,-1.280000000000000027e+00
1.099999999999980247e+02,-1.290000000000000036e+00
1.100999999999980190e+02,-1.270000000000000018e+00
1.101999999999980133e+02,-1.260000000000000009e+00
1.102999999999980076e+02,-1.330000000000000071e+00
1.103999999999980020e+02,-1.340000000000000080e+00
1.104999999999979963e+02,-1.300000000000000044e+00
1.105999999999979906e+02,-1.310000000000000053e+00
1.106999999999979849e+02,-1.280000000000000027e+00
1.107999999999979792e+02,-1.300000000000000044e+00
1.108999999999979735e+02,-1.290000000000000036e+00
1.109999999999979678e+02,-1.250000000000000000e+00
1.110999999999979622e+02,-1.280000000000000027e+00
1.111999999999979565e+02,-1.270000000000000018e+00
1.112999999999979508e+02,-1.270000000000000018e+00
1.113999999999979451e+02,-1.260000000000000009e+00
1.114999999999979394e+02,-1.290000000000000036e+00
1.115999999999979337e+02,-1.260000000000000009e+00
1.116999999999979281e+02,-1.340000000000000080e+00
1.117999999999979224e+02,-1.379999999999999893e+00
1.118999999999979167e+02,-1.379999999999999893e+00
1.119999999999979110e+02,-1.360000000000000098e+00
1.120999999999979053e+02,-1.379999999999999893e+00
1.121999999999978996e+02,-1.350000000000000089e+00
1.122999999999978940e+02,-1.330000000000000071e+00
1.123999999999978883e+02,-1.370000000000000107e+00
1.124999999999978826e+02,-1.280000000000000027e+00
1.125999999999978769e+02,-1.239999999999999991e+00
1.126999999999978712e+02,-1.129999999999999893e+00
1.127999999999978655e+02,-1.199999999999999956e+00
1.128999999999978598e+02,-1.179999999999999938e+00
1.129999999999978542e+02,-1.129999999999999893e+00
1.130999999999978485e+02,-1.159999999999999920e+00
1.131999999999978428e+02,-1.229999999999999982e+00
1.132999999999978371e+02,-1.219999999999999973e+00
1.133999999999978314e+02,-1.149999999999999911e+00
